2025-10-29 14:15:57.662 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration' of type [org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration$$EnhancerBySpringCGLIB$$51eaa66e] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2025-10-29 14:16:02.377 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.24]
2025-10-29 14:16:02.607 [main] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2025-10-29 14:16:02.607 [main] INFO  org.springframework.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 3188 ms
2025-10-29 14:16:02.958 [main] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1,northGlassMes} inited
2025-10-29 14:16:02.967 [main] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-2,pp} inited
2025-10-29 14:16:02.968 [main] INFO  c.b.dynamic.datasource.DynamicRoutingDataSource - dynamic-datasource - load a datasource named [pp] success
2025-10-29 14:16:02.968 [main] INFO  c.b.dynamic.datasource.DynamicRoutingDataSource - dynamic-datasource - load a datasource named [northGlassMes] success
2025-10-29 14:16:02.968 [main] INFO  c.b.dynamic.datasource.DynamicRoutingDataSource - dynamic-datasource initial loaded [2] datasource,primary datasource named [northGlassMes]
2025-10-29 14:16:06.938 [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskScheduler - Initializing ExecutorService 'myTaskScheduler'
2025-10-29 14:16:07.245 [main] INFO  s.d.s.w.WebMvcPropertySourcedRequestMappingHandlerMapping - Mapped URL path [/v2/api-docs] onto method [public org.springframework.http.ResponseEntity<springfox.documentation.spring.web.json.Json> springfox.documentation.swagger2.web.Swagger2ControllerWebMvc.getDocumentation(java.lang.String,javax.servlet.http.HttpServletRequest)]
2025-10-29 14:16:07.354 [main] INFO  o.s.security.web.DefaultSecurityFilterChain - Creating filter chain: any request, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@4f2544b0, org.springframework.security.web.context.SecurityContextPersistenceFilter@69a76b74, org.springframework.security.web.header.HeaderWriterFilter@48f4f03e, org.springframework.web.filter.CorsFilter@5bad555b, org.springframework.security.web.authentication.logout.LogoutFilter@470c4229, com.mes.common.filter.JwtAuthenticationTokenFilter@7afb9c93, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@4ba13fed, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@2aafa84f, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@153c6603, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@41ec4271, org.springframework.security.web.session.SessionManagementFilter@52eca410, org.springframework.security.web.access.ExceptionTranslationFilter@450d10cb, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@c2e33]
2025-10-29 14:16:07.381 [main] INFO  com.netflix.config.sources.URLConfigurationSource - To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
2025-10-29 14:16:07.387 [main] INFO  com.netflix.config.sources.URLConfigurationSource - To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
2025-10-29 14:16:09.196 [main] INFO  org.springframework.cloud.commons.util.InetUtils - Cannot determine local hostname
2025-10-29 14:16:09.274 [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskScheduler - Initializing ExecutorService
2025-10-29 14:16:11.114 [main] INFO  liquibase.executor.jvm.JdbcExecutor - SELECT COUNT(*) FROM mes_modular.DATABASECHANGELOGLOCK
2025-10-29 14:16:11.241 [main] INFO  liquibase.executor.jvm.JdbcExecutor - SELECT COUNT(*) FROM mes_modular.DATABASECHANGELOGLOCK
2025-10-29 14:16:11.244 [main] INFO  liquibase.executor.jvm.JdbcExecutor - SELECT `LOCKED` FROM mes_modular.DATABASECHANGELOGLOCK WHERE ID=1
2025-10-29 14:16:11.292 [main] INFO  liquibase.lockservice.StandardLockService - Successfully acquired change log lock
2025-10-29 14:16:12.339 [main] INFO  liquibase.executor.jvm.JdbcExecutor - SELECT MD5SUM FROM mes_modular.DATABASECHANGELOG WHERE MD5SUM IS NOT NULL LIMIT 1
2025-10-29 14:16:12.345 [main] INFO  liquibase.executor.jvm.JdbcExecutor - SELECT COUNT(*) FROM mes_modular.DATABASECHANGELOG
2025-10-29 14:16:12.346 [main] INFO  l.changelog.StandardChangeLogHistoryService - Reading from mes_modular.DATABASECHANGELOG
2025-10-29 14:16:12.348 [main] INFO  liquibase.executor.jvm.JdbcExecutor - SELECT * FROM mes_modular.DATABASECHANGELOG ORDER BY DATEEXECUTED ASC, ORDEREXECUTED ASC
2025-10-29 14:16:12.357 [main] INFO  liquibase.executor.jvm.JdbcExecutor - SELECT COUNT(*) FROM INFORMATION_SCHEMA.TABLES WHERE TABLE_NAME = 'load_station'
2025-10-29 14:16:12.362 [main] INFO  liquibase.changelog.ChangeSet - Continuing past: ./changelog/mesInit.sql::20250611118::zsh despite precondition failure due to onFail='CONTINUE': 
          classpath:changelog/changelogBase.xml : SQL Precondition failed.  Expected '0' got '1'

2025-10-29 14:16:12.365 [main] INFO  liquibase.executor.jvm.JdbcExecutor - SELECT COUNT(*) FROM INFORMATION_SCHEMA.TABLES WHERE TABLE_NAME = 'load_station_details'
2025-10-29 14:16:12.367 [main] INFO  liquibase.changelog.ChangeSet - Continuing past: ./changelog/mesInit.sql::20250611119::zsh despite precondition failure due to onFail='CONTINUE': 
          classpath:changelog/changelogBase.xml : SQL Precondition failed.  Expected '0' got '1'

2025-10-29 14:16:12.369 [main] INFO  liquibase.executor.jvm.JdbcExecutor - SELECT COUNT(*) FROM INFORMATION_SCHEMA.TABLES WHERE TABLE_NAME = 'load_glass_history_task'
2025-10-29 14:16:12.372 [main] INFO  liquibase.changelog.ChangeSet - Continuing past: ./changelog/mesInit.sql::20250611120::zsh despite precondition failure due to onFail='CONTINUE': 
          classpath:changelog/changelogBase.xml : SQL Precondition failed.  Expected '0' got '2'

2025-10-29 14:16:12.373 [main] INFO  liquibase.executor.jvm.JdbcExecutor - SELECT COUNT(*) FROM INFORMATION_SCHEMA.TABLES WHERE TABLE_NAME = 'engineering_raw_queue'
2025-10-29 14:16:12.376 [main] INFO  liquibase.changelog.ChangeSet - Continuing past: ./changelog/mesInit.sql::20250611121::zsh despite precondition failure due to onFail='CONTINUE': 
          classpath:changelog/changelogBase.xml : SQL Precondition failed.  Expected '0' got '2'

2025-10-29 14:16:12.377 [main] INFO  liquibase.executor.jvm.JdbcExecutor - SELECT COUNT(*) FROM INFORMATION_SCHEMA.TABLES WHERE TABLE_NAME = 'engineering'
2025-10-29 14:16:12.380 [main] INFO  liquibase.changelog.ChangeSet - Continuing past: ./changelog/commonInit.sql::20250611109::zsh despite precondition failure due to onFail='CONTINUE': 
          classpath:changelog/changelogBase.xml : SQL Precondition failed.  Expected '0' got '5'

2025-10-29 14:16:12.382 [main] INFO  liquibase.executor.jvm.JdbcExecutor - SELECT COUNT(*) FROM INFORMATION_SCHEMA.TABLES WHERE TABLE_NAME = 'glass_info'
2025-10-29 14:16:12.385 [main] INFO  liquibase.changelog.ChangeSet - Continuing past: ./changelog/commonInit.sql::20250611110::zsh despite precondition failure due to onFail='CONTINUE': 
          classpath:changelog/changelogBase.xml : SQL Precondition failed.  Expected '0' got '6'

2025-10-29 14:16:12.386 [main] INFO  liquibase.executor.jvm.JdbcExecutor - SELECT COUNT(*) FROM INFORMATION_SCHEMA.TABLES WHERE TABLE_NAME = 'damage'
2025-10-29 14:16:12.389 [main] INFO  liquibase.changelog.ChangeSet - Continuing past: ./changelog/commonInit.sql::20250611111::zsh despite precondition failure due to onFail='CONTINUE': 
          classpath:changelog/changelogBase.xml : SQL Precondition failed.  Expected '0' got '5'

2025-10-29 14:16:12.391 [main] INFO  liquibase.executor.jvm.JdbcExecutor - SELECT COUNT(*) FROM INFORMATION_SCHEMA.TABLES WHERE TABLE_NAME = 'damage_details'
2025-10-29 14:16:12.393 [main] INFO  liquibase.changelog.ChangeSet - Continuing past: ./changelog/commonInit.sql::20250611112::zsh despite precondition failure due to onFail='CONTINUE': 
          classpath:changelog/changelogBase.xml : SQL Precondition failed.  Expected '0' got '4'

2025-10-29 14:16:12.395 [main] INFO  liquibase.executor.jvm.JdbcExecutor - SELECT COUNT(*) FROM INFORMATION_SCHEMA.TABLES WHERE TABLE_NAME = 'report_info'
2025-10-29 14:16:12.397 [main] INFO  liquibase.changelog.ChangeSet - Continuing past: ./changelog/commonInit.sql::20250611113::zsh despite precondition failure due to onFail='CONTINUE': 
          classpath:changelog/changelogBase.xml : SQL Precondition failed.  Expected '0' got '4'

2025-10-29 14:16:12.399 [main] INFO  liquibase.executor.jvm.JdbcExecutor - SELECT COUNT(*) FROM INFORMATION_SCHEMA.TABLES WHERE TABLE_NAME = 'work_assignment'
2025-10-29 14:16:12.401 [main] INFO  liquibase.changelog.ChangeSet - Continuing past: ./changelog/commonInit.sql::20250611114::zsh despite precondition failure due to onFail='CONTINUE': 
          classpath:changelog/changelogBase.xml : SQL Precondition failed.  Expected '0' got '5'

2025-10-29 14:16:12.403 [main] INFO  liquibase.executor.jvm.JdbcExecutor - SELECT COUNT(*) FROM INFORMATION_SCHEMA.TABLES WHERE TABLE_NAME = 'flow_card_info'
2025-10-29 14:16:12.404 [main] INFO  liquibase.changelog.ChangeSet - Continuing past: ./changelog/commonInit.sql::20250611115::zsh despite precondition failure due to onFail='CONTINUE': 
          classpath:changelog/changelogBase.xml : SQL Precondition failed.  Expected '0' got '1'

2025-10-29 14:16:12.406 [main] INFO  liquibase.executor.jvm.JdbcExecutor - SELECT COUNT(*) FROM INFORMATION_SCHEMA.TABLES WHERE TABLE_NAME = 'tempering_parameter'
2025-10-29 14:16:12.408 [main] INFO  liquibase.changelog.ChangeSet - Continuing past: ./changelog/commonInit.sql::20250611116::zsh despite precondition failure due to onFail='CONTINUE': 
          classpath:changelog/changelogBase.xml : SQL Precondition failed.  Expected '0' got '2'

2025-10-29 14:16:12.409 [main] INFO  liquibase.executor.jvm.JdbcExecutor - SELECT COUNT(*) FROM INFORMATION_SCHEMA.TABLES WHERE TABLE_NAME = 'sys_config'
2025-10-29 14:16:12.412 [main] INFO  liquibase.changelog.ChangeSet - Continuing past: ./changelog/securityInit.sql::20250611101::zsh despite precondition failure due to onFail='CONTINUE': 
          classpath:changelog/changelogBase.xml : SQL Precondition failed.  Expected '0' got '5'

2025-10-29 14:16:12.414 [main] INFO  liquibase.executor.jvm.JdbcExecutor - SELECT COUNT(*) FROM INFORMATION_SCHEMA.TABLES WHERE TABLE_NAME = 'sys_dict_data'
2025-10-29 14:16:12.416 [main] INFO  liquibase.changelog.ChangeSet - Continuing past: ./changelog/securityInit.sql::20250611102::zsh despite precondition failure due to onFail='CONTINUE': 
          classpath:changelog/changelogBase.xml : SQL Precondition failed.  Expected '0' got '5'

2025-10-29 14:16:12.417 [main] INFO  liquibase.executor.jvm.JdbcExecutor - SELECT COUNT(*) FROM INFORMATION_SCHEMA.TABLES WHERE TABLE_NAME = 'sys_dict_type'
2025-10-29 14:16:12.419 [main] INFO  liquibase.changelog.ChangeSet - Continuing past: ./changelog/securityInit.sql::20250611103::zsh despite precondition failure due to onFail='CONTINUE': 
          classpath:changelog/changelogBase.xml : SQL Precondition failed.  Expected '0' got '5'

2025-10-29 14:16:12.420 [main] INFO  liquibase.executor.jvm.JdbcExecutor - SELECT COUNT(*) FROM INFORMATION_SCHEMA.TABLES WHERE TABLE_NAME = 'sys_menu'
2025-10-29 14:16:12.423 [main] INFO  liquibase.changelog.ChangeSet - Continuing past: ./changelog/securityInit.sql::20250611104::zsh despite precondition failure due to onFail='CONTINUE': 
          classpath:changelog/changelogBase.xml : SQL Precondition failed.  Expected '0' got '4'

2025-10-29 14:16:12.424 [main] INFO  liquibase.executor.jvm.JdbcExecutor - SELECT COUNT(*) FROM INFORMATION_SCHEMA.TABLES WHERE TABLE_NAME = 'sys_role'
2025-10-29 14:16:12.428 [main] INFO  liquibase.changelog.ChangeSet - Continuing past: ./changelog/securityInit.sql::20250611105::zsh despite precondition failure due to onFail='CONTINUE': 
          classpath:changelog/changelogBase.xml : SQL Precondition failed.  Expected '0' got '5'

2025-10-29 14:16:12.431 [main] INFO  liquibase.executor.jvm.JdbcExecutor - SELECT COUNT(*) FROM INFORMATION_SCHEMA.TABLES WHERE TABLE_NAME = 'sys_role_menu'
2025-10-29 14:16:12.433 [main] INFO  liquibase.changelog.ChangeSet - Continuing past: ./changelog/securityInit.sql::20250611106::zsh despite precondition failure due to onFail='CONTINUE': 
          classpath:changelog/changelogBase.xml : SQL Precondition failed.  Expected '0' got '5'

2025-10-29 14:16:12.435 [main] INFO  liquibase.executor.jvm.JdbcExecutor - SELECT COUNT(*) FROM INFORMATION_SCHEMA.TABLES WHERE TABLE_NAME = 'sys_user'
2025-10-29 14:16:12.438 [main] INFO  liquibase.changelog.ChangeSet - Continuing past: ./changelog/securityInit.sql::20250611107::zsh despite precondition failure due to onFail='CONTINUE': 
          classpath:changelog/changelogBase.xml : SQL Precondition failed.  Expected '0' got '5'

2025-10-29 14:16:12.439 [main] INFO  liquibase.executor.jvm.JdbcExecutor - SELECT COUNT(*) FROM INFORMATION_SCHEMA.TABLES WHERE TABLE_NAME = 'sys_user_role'
2025-10-29 14:16:12.442 [main] INFO  liquibase.changelog.ChangeSet - Continuing past: ./changelog/securityInit.sql::20250611108::zsh despite precondition failure due to onFail='CONTINUE': 
          classpath:changelog/changelogBase.xml : SQL Precondition failed.  Expected '0' got '5'

2025-10-29 14:16:12.447 [main] INFO  liquibase.lockservice.StandardLockService - Successfully released change log lock
2025-10-29 14:16:14.062 [main] INFO  org.springframework.cloud.commons.util.InetUtils - Cannot determine local hostname
2025-10-29 14:16:14.354 [main] INFO  s.d.s.web.plugins.DocumentationPluginsBootstrapper - Documentation plugins bootstrapped
2025-10-29 14:16:14.360 [main] INFO  s.d.s.web.plugins.DocumentationPluginsBootstrapper - Found 1 custom documentation plugin(s)
2025-10-29 14:16:14.415 [main] INFO  s.d.spring.web.scanners.ApiListingReferenceScanner - Scanning for api listing references
2025-10-29 14:16:14.920 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator - Generating unique operation named: submitRportUsingPOST_1
2025-10-29 14:16:15.080 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-10015"]
2025-10-29 14:16:15.122 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 10015 (http) with context path ''
2025-10-29 14:16:15.204 [main] INFO  c.a.cloud.nacos.registry.NacosServiceRegistry - nacos registry, loadGlass 26.246.64.36:10015 register finished
2025-10-29 14:16:16.835 [main] INFO  org.springframework.cloud.commons.util.InetUtils - Cannot determine local hostname
2025-10-29 14:16:16.838 [main] INFO  com.mes.LoadGlassApplication - Started LoadGlassApplication in 22.882 seconds (JVM running for 24.252)
2025-10-29 14:17:17.310 [http-nio-10015-exec-1] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2025-10-29 14:17:17.312 [http-nio-10015-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2025-10-29 14:17:17.328 [http-nio-10015-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 16 ms
